TestWorldCupTDD - Test Case Register
============================================================
Source: src(1).zip (updated TC numbering)
Register entries: 257
Validated Allure result: Re-run required after TC renumbering
============================================================

REGISTER_ID | CODE_TEST_ID | TEST_CLASS | TEST_METHOD | SOURCE_FILE | CATEGORY | RESULT | NOTES
REG-153 | TC-T153 | MatchTest | TC153_shouldAcceptTwoExtraTimeHalvesAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-154 | TC-T154 | MatchTest | TC154_shouldRejectThreeExtraTimeHalves | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-155 | TC-T155 | MatchTest | TC155_shouldReject29MinuteExtraHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-156 | TC-T156 | MatchTest | TC156_shouldAccept30MinuteExtraHalfAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-157 | TC-T157 | MatchTest | TC157_shouldReject31MinuteExtraHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-158 | TC-T158 | MatchTest | TC158_shouldRejectSixPlayersAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-159 | TC-T159 | MatchTest | TC159_shouldAcceptSevenPlayersAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-160 | TC-T160 | MatchTest | TC160_shouldAcceptTwoSubstitutions | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-161 | TC-T161 | MatchTest | TC161_shouldAcceptThreeSubstitutionsAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-162 | TC-T162 | MatchTest | TC162_shouldRejectFourSubstitutions | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-163 | TC-T163 | MatchTest | TC163_shouldRejectZeroPlayersPerSubstitution | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-164 | TC-T164 | MatchTest | TC164_shouldAcceptOnePlayerPerSubstitution | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-165 | TC-T165 | MatchTest | TC165_shouldAcceptThreePlayersPerSubstitution | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-166 | TC-T166 | MatchTest | TC166_shouldRejectFourPlayersPerSubstitution | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-167 | TC-T167 | MatchTest | TC167_shouldNotFindWinnerWhenPenaltyScoresAreEqual | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-168 | TC-T168 | MatchTest | TC168_shouldNotRequireSuddenDeathWhenPenaltyScoresDiffer | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-169 | TC-T169 | MatchTest | TC169_shouldRejectNegativeExtraTimeHalves | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-170 | TC-T170 | MatchTest | TC170_shouldRejectNegativeSubstitutions | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-171 | TC-T171 | MatchTest | TC171_shouldReject89MinuteMatch | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-172 | TC-T172 | MatchTest | TC172_shouldReject44MinuteHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-173 | TC-T173 | MatchTest | TC173_shouldNotLeavePlayerWithoutRedCard | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-174 | TC-T174 | MatchTest | TC174_shouldAcceptZeroSubstitutions | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-175 | TC-T175 | MatchTest | TC175_shouldReject91MinuteMatch | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-176 | TC-T176 | MatchTest | TC176_shouldReject46MinuteHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-177 | TC-T177 | MatchTest | TC177_shouldRejectFourExtraTimeHalves | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-178 | TC-T178 | MatchTest | TC178_shouldReject32MinuteExtraHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-179 | TC-T179 | MatchTest | TC179_shouldFindWinnerWithFourToThreePenalties | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-180 | TC-T180 | MatchTest | TC180_shouldNotRequireSuddenDeathWithFourToThreePenalties | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-181 | TC-T181 | MatchTest | TC181_shouldNotFindWinnerWithThreeToThreePenalties | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-182 | TC-T182 | MatchTest | TC182_shouldRequireSuddenDeathWithThreeToThreePenalties | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-183 | TC-T183 | MatchTest | TC183_shouldKeepPlayerWithZeroYellowCards | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-184 | TC-T184 | MatchTest | TC184_shouldRemovePlayerAfterThreeYellowCards | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-185 | TC-T185 | MatchTest | TC185_shouldAcceptEightPlayersOnField | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-186 | TC-T186 | MatchTest | TC186_shouldAcceptTenPlayersOnField | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-187 | TC-T187 | MatchTest | TC187_shouldAcceptTwoPlayersPerSubstitution | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-188 | TC-T188 | MatchTest | TC188_shouldReject28MinuteExtraHalf | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-189 | TC-T189 | MatchTest | TC189_shouldAcceptOneMinuteBreak | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-190 | TC-T190 | MatchTest | TC190_shouldAcceptZeroExtraTimeHalvesAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/MatchTest.java | Match | PASS* | 
REG-191 | TC-T191 | PlayerTest | TC191_shouldReturnPlayerName | src/test/java/com/testworldcup/testworldcuptdd/PlayerTest.java | Player | PASS* | 
REG-192 | TC-T192 | ProjectSetupTest | junitShouldRun | src/test/java/com/testworldcup/testworldcuptdd/ProjectSetupTest.java | Project Setup | PASS* | Setup test method has no TC_* ID in source; registered as TC-T192 to keep the new register sequential.
REG-193 | TC-T193 | ProjectSetupTest | TC193_shouldRunJUnitTestEnvironment | src/test/java/com/testworldcup/testworldcuptdd/ProjectSetupTest.java | Project Setup | PASS* | 
REG-194 | TC-T194 | ProjectSetupTest | TC194_shouldCreateProjectSetupTestObject | src/test/java/com/testworldcup/testworldcuptdd/ProjectSetupTest.java | Project Setup | PASS* | 
REG-195 | TC-T195 | TeamTest | TC195_shouldAcceptCountryName | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-196 | TC-T196 | TeamTest | TC196_shouldAcceptOneHeadCoach | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-197 | TC-T197 | TeamTest | TC197_shouldAcceptThreeAssistantCoaches | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-198 | TC-T198 | TeamTest | TC198_shouldRejectFourAssistantCoaches | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-199 | TC-T199 | TeamTest | TC199_shouldAcceptTwoAssistantCoaches | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-200 | TC-T200 | TeamTest | TC200_shouldAccept22Players | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-201 | TC-T201 | TeamTest | TC201_shouldReject23Players | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-202 | TC-T202 | TeamTest | TC202_shouldAccept21Players | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-203 | TC-T203 | TeamTest | TC203_shouldAcceptSevenStartingPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-204 | TC-T204 | TeamTest | TC204_shouldAcceptElevenStartingPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-205 | TC-T205 | TeamTest | TC205_shouldRejectSixStartingPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-206 | TC-T206 | TeamTest | TC206_shouldRejectTwelveStartingPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-207 | TC-T207 | TeamTest | TC207_shouldAcceptFiveSubstitutes | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-208 | TC-T208 | TeamTest | TC208_shouldRejectSixSubstitutes | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-209 | TC-T209 | TeamTest | TC209_shouldAcceptFourSubstitutes | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-210 | TC-T210 | TeamTest | TC210_shouldReturnAssistantCoaches | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-211 | TC-T211 | TeamTest | TC211_shouldReturnPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-212 | TC-T212 | TeamTest | TC212_shouldReturnStartingPlayers | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-213 | TC-T213 | TeamTest | TC213_shouldReturnSubstitutes | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-214 | TC-T214 | TeamTest | TC214_shouldAcceptOneStaffMember | src/test/java/com/testworldcup/testworldcuptdd/TeamTest.java | Team | PASS* | 
REG-215 | TC-T215 | TestWorldCupTDDTest | TC215_shouldCreateApplicationObject | src/test/java/com/testworldcup/testworldcuptdd/TestWorldCupTDDTest.java | WorldCupTDD | PASS* | 
REG-216 | TC-T216 | TestWorldCupTDDTest | TC216_shouldRunMainMethod | src/test/java/com/testworldcup/testworldcuptdd/TestWorldCupTDDTest.java | WorldCupTDD | PASS* | 
REG-217 | TC-T217 | TopScorerTest | TC217_shouldRecordGoalScorer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-218 | TC-T218 | TopScorerTest | TC218_shouldTrackGoalsAcrossMultipleMatches | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-219 | TC-T219 | TopScorerTest | TC219_shouldReturnPlayerWithMostGoals | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-220 | TC-T220 | TopScorerTest | TC220_shouldNotReturnPlayerWithFewerGoals | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-221 | TC-T221 | TopScorerTest | TC221_shouldReturnTwoSharedTopScorers | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-222 | TC-T222 | TopScorerTest | TC222_shouldReturnMultipleSharedTopScorers | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-223 | TC-T223 | TopScorerTest | TC223_shouldReturnNoTopScorerWhenNoGoalsAreRecorded | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-224 | TC-T224 | TopScorerTest | TC224_shouldAcceptOneGoalAsHighestScore | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-225 | TC-T225 | TopScorerTest | TC225_shouldIdentifyHighestGoalCount | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-226 | TC-T226 | TopScorerTest | TC226_shouldIdentifySharedTopScorer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-227 | TC-T227 | TopScorerTest | TC227_shouldReturnFalseWhenThereIsOnlyOneTopScorer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-228 | TC-T228 | TopScorerTest | TC228_shouldReturnFalseForNonTopScorer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-229 | TC-T229 | TopScorerTest | TC229_shouldAccumulateThreeGoalsForOnePlayer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-230 | TC-T230 | TopScorerTest | TC230_shouldReturnPlayerWithThreeGoalsAsTopScorer | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-231 | TC-T231 | TopScorerTest | TC231_shouldIdentifySingleLeaderAmongThreePlayers | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-232 | TC-T232 | TopScorerTest | TC232_shouldCreateSharedTopScorerAfterPlayerCatchesUp | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-233 | TC-T233 | TopScorerTest | TC233_shouldUpdateTopScorerAfterAdditionalGoal | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-234 | TC-T234 | TopScorerTest | TC234_shouldNotHaveSharedTopScorerWhenNoGoalsExist | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-235 | TC-T235 | TopScorerTest | TC235_shouldIdentifyThreeSharedTopScorers | src/test/java/com/testworldcup/testworldcuptdd/TopScorerTest.java | TopScorer | PASS* | 
REG-236 | TC-T236 | TournamentTest | TC236_shouldAccept32Teams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-237 | TC-T237 | TournamentTest | TC237_shouldReject31Teams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-238 | TC-T238 | TournamentTest | TC238_shouldAccept32TeamsAtBoundary | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-239 | TC-T239 | TournamentTest | TC239_shouldReject33Teams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-240 | TC-T240 | TournamentTest | TC240_shouldCreateEightGroups | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-241 | TC-T241 | TournamentTest | TC241_shouldRejectGroupWithThreeTeams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-242 | TC-T242 | TournamentTest | TC242_shouldAcceptGroupWithFourTeams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-243 | TC-T243 | TournamentTest | TC243_shouldRejectGroupWithFiveTeams | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-244 | TC-T244 | TournamentTest | TC244_shouldRunGroupStageAutomatically | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-245 | TC-T245 | TournamentTest | TC245_shouldRecordGroupStageResults | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-246 | TC-T246 | TournamentTest | TC246_shouldMoveQualifiedTeamsToRoundOf16 | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-247 | TC-T247 | TournamentTest | TC247_shouldKeepNonQualifiedTeamsOutOfRoundOf16 | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-248 | TC-T248 | TournamentTest | TC248_shouldRunKnockoutStageAutomatically | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-249 | TC-T249 | TournamentTest | TC249_shouldIdentifyChampion | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-250 | TC-T250 | TournamentTest | TC250_shouldUpdateResultsInDatabase | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-251 | TC-T251 | TournamentTest | TC251_shouldExportTournamentResults | src/test/java/com/testworldcup/testworldcuptdd/TournamentTest.java | Tournament | PASS* | 
REG-252 | TC-T252 | MatchWebTest | TC252_validMatchDuration90Minutes | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Valid boundary-equivalence case: 90 minutes.
REG-253 | TC-T253 | MatchWebTest | TC253_invalidMatchDuration89Minutes | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Boundary value below valid duration: 89 minutes.
REG-254 | TC-T254 | MatchWebTest | TC254_invalidMatchDuration91Minutes | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Boundary value above valid duration: 91 minutes.
REG-255 | TC-T255 | MatchWebTest | TC255_verifyMatchRulePage | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Verifies page title and required UI elements.
REG-256 | TC-T256 | MatchWebTest | TC256_emptyMatchDuration | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Checks required-field validation for empty duration.
REG-257 | TC-T257 | MatchWebTest | TC257_invalidNumericInput | src/test/java/com/testworldcup/testworldcuptdd/selenium/MatchWebTest.java | Selenium Web UI | PASS* | Invalid numeric input case: non-numeric minutes value.
